168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
169,168,165
170,167,165
169,167,163
169,168,157
169,169,151
168,169,144
169,170,128
169,171,116
169,171,104
168,173,77
167,173,64
166,174,52
167,175,43
168,176,27
168,176,21
168,176,18
167,176,13
167,176,12
167,176,10
167,176,11
167,176,12
167,176,13
169,176,17
169,176,22
169,176,28
170,177,36
170,175,53
168,173,65
168,172,79
169,171,110
168,169,126
169,169,142
170,168,163
169,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
168,168,165
169,173,70
168,174,51
169,176,40
168,175,26
168,176,18
167,177,6
167,177,3
168,177,2
168,177,2
168,177,1
168,178,0
168,178,0
168,178,0
168,177,1
168,177,1
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,177,1
167,178,0
167,178,0
167,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,177,1
167,178,0
167,178,0
168,178,0
168,178,0
168,178,0
168,178,0
167,178,0
167,178,0
168,178,0
168,178,0
168,178,0
168,178,0
169,179,1
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
169,178,0
169,178,0
169,178,0
169,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
168,178,0
