255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;140;0
255;140;0
255;140;0
255;140;0
255;140;0
255;140;0
255;140;0
255;140;0
255;140;0
255;140;0
255;140;0
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
255;255;200
